gid,estado,cidade,via,hnum,nsvia,latitude,longitude,postcode
1,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,2003,DESARROLLO ESPECIAL GALERÍAS,21.929700656990363,-102.29813811598541,20110
2,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,2003B,DESARROLLO ESPECIAL GALERÍAS,21.929023300413817,-102.2981433774627,20110
3,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,2001A,DESARROLLO ESPECIAL GALERÍAS,21.928820042931676,-102.29813181209576,20110
4,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,2001,DESARROLLO ESPECIAL GALERÍAS,21.9285417882739,-102.29811597943922,20110
5,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,2000,DESARROLLO ESPECIAL GALERÍAS,21.927511649309587,-102.29805736521598,20110
6,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,SN,DESARROLLO ESPECIAL GALERÍAS,21.926076526207385,-102.29797570913377,20110
7,Aguascalientes,Aguascalientes,BOULEVARD LUIS DONALDO COLOSIO,SN,DESARROLLO ESPECIAL GALERÍAS,21.925471281812378,-102.29501100559267,20110
8,Aguascalientes,Aguascalientes,BOULEVARD LUIS DONALDO COLOSIO,792,DESARROLLO ESPECIAL GALERÍAS,21.92562874573101,-102.29240067079336,20110
9,Aguascalientes,Aguascalientes,BOULEVARD LUIS DONALDO COLOSIO,790,DESARROLLO ESPECIAL GALERÍAS,21.92561364583067,-102.29265101927481,20110
10,Aguascalientes,Aguascalientes,OTRO NINGUNO,117,DESARROLLO ESPECIAL GALERÍAS,21.929135104436654,-102.29570919196858,20110
11,Aguascalientes,Aguascalientes,OTRO NINGUNO,SN,DESARROLLO ESPECIAL GALERÍAS,21.928565337859045,-102.29453408221579,20110
12,Aguascalientes,Aguascalientes,OTRO NINGUNO,SN,DESARROLLO ESPECIAL GALERÍAS,21.92759710609389,-102.2918574640665,20110
13,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,2351,DESARROLLO ESPECIAL GALERÍAS,21.924392488375307,-102.29790719790674,20124
14,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,SN,DESARROLLO ESPECIAL GALERÍAS,21.923291499109794,-102.29779045489443,20124
15,Aguascalientes,Aguascalientes,CALLE ARTÍCULO 1O.,100,DESARROLLO ESPECIAL BULEVAR A ZACATECAS,21.91725200389248,-102.28699551963741,20124
16,Aguascalientes,Aguascalientes,AVENIDA AGUASCALIENTES NORTE,SN,DESARROLLO ESPECIAL BULEVAR A ZACATECAS,21.915555517102785,-102.28948975676552,20124
17,Aguascalientes,Aguascalientes,CALLE JORGE REYNOSO,SN,DESARROLLO ESPECIAL GALERÍAS,21.918454035085066,-102.29262944188731,20124
18,Aguascalientes,Aguascalientes,CALLE JORGE REYNOSO,SN,DESARROLLO ESPECIAL GALERÍAS,21.91844936876752,-102.29283215972231,20124
19,Aguascalientes,Aguascalientes,CALLE JORGE REYNOSO,SN,DESARROLLO ESPECIAL GALERÍAS,21.918444958189387,-102.29302375683548,20124
20,Aguascalientes,Aguascalientes,CALLE JORGE REYNOSO,SN,DESARROLLO ESPECIAL GALERÍAS,21.918440303070366,-102.29322596562778,20124
21,Aguascalientes,Aguascalientes,CALLE JORGE REYNOSO,SN,DESARROLLO ESPECIAL GALERÍAS,21.91843577130832,-102.29342280493363,20124
22,Aguascalientes,Aguascalientes,CALLE JORGE REYNOSO,SN,DESARROLLO ESPECIAL GALERÍAS,21.918431109804366,-102.29362526820573,20124
23,Aguascalientes,Aguascalientes,CALLE JORGE REYNOSO,809F,DESARROLLO ESPECIAL GALERÍAS,21.91842631267604,-102.29383360995044,20124
24,Aguascalientes,Aguascalientes,CALLE JORGE REYNOSO,SN,DESARROLLO ESPECIAL GALERÍAS,21.918422557160643,-102.29399670534214,20124
25,Aguascalientes,Aguascalientes,CALLE JORGE REYNOSO,SN,DESARROLLO ESPECIAL GALERÍAS,21.91841854245281,-102.29417104868173,20124
26,Aguascalientes,Aguascalientes,CALLE JORGE REYNOSO,SN,DESARROLLO ESPECIAL GALERÍAS,21.918413347239408,-102.29439664408288,20124
27,Aguascalientes,Aguascalientes,CALLE JORGE REYNOSO,SN,DESARROLLO ESPECIAL GALERÍAS,21.918409340870188,-102.29457060563728,20124
28,Aguascalientes,Aguascalientes,CALLE JORGE REYNOSO,SN,DESARROLLO ESPECIAL GALERÍAS,21.918404663199777,-102.29477370509805,20124
29,Aguascalientes,Aguascalientes,BOULEVARD A ZACATECAS,SN,DESARROLLO ESPECIAL GALERÍAS,21.918278527853715,-102.29204832137137,20124
30,Aguascalientes,Aguascalientes,BOULEVARD A ZACATECAS,SN,DESARROLLO ESPECIAL GALERÍAS,21.917018597141467,-102.2921340234633,20124
31,Aguascalientes,Aguascalientes,BOULEVARD A ZACATECAS,SN,DESARROLLO ESPECIAL GALERÍAS,21.916032391197312,-102.292195327478,20124
32,Aguascalientes,Aguascalientes,AVENIDA AGUASCALIENTES NORTE,SN,DESARROLLO ESPECIAL GALERÍAS,21.915631641155123,-102.29248782920098,20124
33,Aguascalientes,Aguascalientes,AVENIDA AGUASCALIENTES NORTE,780,DESARROLLO ESPECIAL GALERÍAS,21.915646718794566,-102.29268577653116,20124
34,Aguascalientes,Aguascalientes,AVENIDA AGUASCALIENTES NORTE,780,DESARROLLO ESPECIAL GALERÍAS,21.91566048348567,-102.2928664897328,20124
35,Aguascalientes,Aguascalientes,AVENIDA AGUASCALIENTES NORTE,739,DESARROLLO ESPECIAL GALERÍAS,21.91567328972792,-102.2930346222352,20124
36,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,SN,DESARROLLO ESPECIAL GALERÍAS,21.91634763693354,-102.29737971660481,20124
37,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,1839,DESARROLLO ESPECIAL GALERÍAS,21.91761203638971,-102.29745590837827,20124
38,Aguascalientes,Aguascalientes,AVENIDA AGUASCALIENTES NORTE,740,DESARROLLO ESPECIAL GALERÍAS,21.915691346397754,-102.29327169149069,20124
39,Aguascalientes,Aguascalientes,AVENIDA AGUASCALIENTES NORTE,780A,DESARROLLO ESPECIAL GALERÍAS,21.91570735243035,-102.29351799811717,20124
40,Aguascalientes,Aguascalientes,AVENIDA AGUASCALIENTES NORTE,SN,DESARROLLO ESPECIAL GALERÍAS,21.915720690361958,-102.29384422499217,20124
41,Aguascalientes,Aguascalientes,AVENIDA AGUASCALIENTES NORTE,SN,DESARROLLO ESPECIAL GALERÍAS,21.915736584596406,-102.29423299760673,20124
42,Aguascalientes,Aguascalientes,AVENIDA AGUASCALIENTES NORTE,SN,DESARROLLO ESPECIAL GALERÍAS,21.91574598671604,-102.2944629846057,20124
43,Aguascalientes,Aguascalientes,AVENIDA AGUASCALIENTES NORTE,SN,DESARROLLO ESPECIAL GALERÍAS,21.915757987392254,-102.29475654765702,20124
44,Aguascalientes,Aguascalientes,PRIVADA NINGUNO,SN,DESARROLLO ESPECIAL GALERÍAS,21.917805585853767,-102.29679257416662,20124
45,Aguascalientes,Aguascalientes,PRIVADA NINGUNO,SN,DESARROLLO ESPECIAL GALERÍAS,21.917818821420788,-102.29651136122818,20124
46,Aguascalientes,Aguascalientes,PRIVADA NINGUNO,SN,DESARROLLO ESPECIAL GALERÍAS,21.917832849026844,-102.29621330803307,20124
47,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,SN,DESARROLLO ESPECIAL GALERÍAS,21.917959228007252,-102.29747682997858,20124
48,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,1841,DESARROLLO ESPECIAL GALERÍAS,21.91809037924666,-102.29748473305271,20124
49,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,SN,DESARROLLO ESPECIAL GALERÍAS,21.918216295779914,-102.29749232070168,20124
50,Aguascalientes,Aguascalientes,CALLE DAMIÁN CARMONA,518,TALAMANTES PONCE,21.930629633246525,-102.2964727486759,20110
51,Aguascalientes,Aguascalientes,CALLE DAMIÁN CARMONA,402,TALAMANTES PONCE,21.930741273244248,-102.29647898507015,20110
52,Aguascalientes,Aguascalientes,CALLE DAMIÁN CARMONA,SN,TALAMANTES PONCE,21.930851756467792,-102.29648515685511,20110
53,Aguascalientes,Aguascalientes,CALLE DAMIÁN CARMONA,514,TALAMANTES PONCE,21.930912546251395,-102.29648855268236,20110
54,Aguascalientes,Aguascalientes,CALLE DAMIÁN CARMONA,SN,TALAMANTES PONCE,21.93098235017573,-102.29649245205954,20110
55,Aguascalientes,Aguascalientes,CALLE DAMIÁN CARMONA,405,TALAMANTES PONCE,21.931056082782327,-102.29649657090452,20110
56,Aguascalientes,Aguascalientes,CALLE DAMIÁN CARMONA,408,TALAMANTES PONCE,21.931148769093564,-102.29650174854615,20110
57,Aguascalientes,Aguascalientes,CALLE LUIS GIL,105,TALAMANTES PONCE,21.931240799605956,-102.2964219766181,20110
58,Aguascalientes,Aguascalientes,CALLE LUIS GIL,103,TALAMANTES PONCE,21.93124756644876,-102.2963418216668,20110
59,Aguascalientes,Aguascalientes,CALLE LUIS GIL,101,TALAMANTES PONCE,21.931253564310335,-102.29627196028484,20110
60,Aguascalientes,Aguascalientes,CALLE NINGUNO,SN,TALAMANTES PONCE,21.930912906833946,-102.29616958006186,20110
61,Aguascalientes,Aguascalientes,CALLE SALVADOR RODRÍGUEZ ESPARZA,206,TALAMANTES PONCE,21.93059589385987,-102.2962213490405,20110
62,Aguascalientes,Aguascalientes,CALLE LUIS GIL,103,TALAMANTES PONCE,21.931102969568997,-102.29788521505739,20110
63,Aguascalientes,Aguascalientes,CALLE LUIS GIL,105,TALAMANTES PONCE,21.931110039068663,-102.29780004320378,20110
64,Aguascalientes,Aguascalientes,CALLE LUIS GIL,SN,TALAMANTES PONCE,21.931117835485935,-102.29770611292979,20110
65,Aguascalientes,Aguascalientes,CALLE LUIS GIL,109,TALAMANTES PONCE,21.93112529994141,-102.29761618143262,20110
66,Aguascalientes,Aguascalientes,CALLE LUIS GIL,111B,TALAMANTES PONCE,21.93113261161025,-102.29752809007947,20110
67,Aguascalientes,Aguascalientes,CALLE LUIS GIL,SN,TALAMANTES PONCE,21.93114068175246,-102.2974308598838,20110
68,Aguascalientes,Aguascalientes,CALLE JOSÉ REYES,111,TALAMANTES PONCE,21.931033046768142,-102.29730399665665,20110
69,Aguascalientes,Aguascalientes,CALLE JOSÉ REYES,111A,TALAMANTES PONCE,21.9309671871062,-102.2973051325616,20110
70,Aguascalientes,Aguascalientes,CALLE JOSÉ REYES,SN,TALAMANTES PONCE,21.930893045139236,-102.2973064113131,20110
71,Aguascalientes,Aguascalientes,CALLE JOSÉ REYES,114A,TALAMANTES PONCE,21.93083267378542,-102.29730745255716,20110
72,Aguascalientes,Aguascalientes,CALLE JOSÉ REYES,116,TALAMANTES PONCE,21.930755762745143,-102.29730877906518,20110
73,Aguascalientes,Aguascalientes,CALLE JOSÉ REYES,SN,TALAMANTES PONCE,21.930666652569382,-102.29731031597352,20110
74,Aguascalientes,Aguascalientes,CALLE JOSÉ REYES,108,TALAMANTES PONCE,21.930501853891847,-102.29731315829753,20110
75,Aguascalientes,Aguascalientes,CALLE SALVADOR RODRÍGUEZ ESPARZA,106,TALAMANTES PONCE,21.93045463565951,-102.29750046343291,20110
76,Aguascalientes,Aguascalientes,CALLE SALVADOR RODRÍGUEZ ESPARZA,SN,TALAMANTES PONCE,21.930438195639503,-102.29762214189158,20110
77,Aguascalientes,Aguascalientes,CALLE SALVADOR RODRÍGUEZ ESPARZA,2017,TALAMANTES PONCE,21.930414875391467,-102.29781462634996,20110
78,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,SN,TALAMANTES PONCE,21.93085307800808,-102.29805742459146,20110
79,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,SN,TALAMANTES PONCE,21.93065268359045,-102.298080837887,20110
80,Aguascalientes,Aguascalientes,CALLE JOSÉ REYES,SN,TALAMANTES PONCE,21.93086028612768,-102.29721302391773,20110
81,Aguascalientes,Aguascalientes,CALLE JOSÉ REYES,103,TALAMANTES PONCE,21.930681878749603,-102.2972110807658,20110
82,Aguascalientes,Aguascalientes,CALLE JOSÉ REYES,SN,TALAMANTES PONCE,21.93053088536394,-102.29720943620163,20110
83,Aguascalientes,Aguascalientes,CALLE JOSÉ REYES,SN,TALAMANTES PONCE,21.931038693517326,-102.29721496707484,20110
84,Aguascalientes,Aguascalientes,CALLE LUIS GIL,115A,TALAMANTES PONCE,21.931169371208433,-102.29710297010067,20110
85,Aguascalientes,Aguascalientes,CALLE LUIS GIL,SN,TALAMANTES PONCE,21.931181743772,-102.29697940698414,20110
86,Aguascalientes,Aguascalientes,CALLE LUIS GIL,119,TALAMANTES PONCE,21.931189087546336,-102.29690606522465,20110
87,Aguascalientes,Aguascalientes,CALLE LUIS GIL,107A,TALAMANTES PONCE,21.93119254475322,-102.29687153821838,20110
88,Aguascalientes,Aguascalientes,CALLE LUIS GIL,403,TALAMANTES PONCE,21.931196929534757,-102.29682774744181,20110
89,Aguascalientes,Aguascalientes,CALLE LUIS GIL,101-103,TALAMANTES PONCE,21.93120501680063,-102.29674697965105,20110
90,Aguascalientes,Aguascalientes,CALLE DAMIÁN CARMONA,499,TALAMANTES PONCE,21.931042833809883,-102.29657576397751,20110
91,Aguascalientes,Aguascalientes,CALLE DAMIÁN CARMONA,505A,TALAMANTES PONCE,21.93101111879886,-102.29657453507191,20110
92,Aguascalientes,Aguascalientes,CALLE DAMIÁN CARMONA,501,TALAMANTES PONCE,21.930888931759537,-102.29656980052621,20110
93,Aguascalientes,Aguascalientes,CALLE DAMIÁN CARMONA,509,TALAMANTES PONCE,21.930814862473085,-102.29656693046799,20110
94,Aguascalientes,Aguascalientes,CALLE DAMIÁN CARMONA,511,TALAMANTES PONCE,21.930725621078846,-102.29656347252062,20110
95,Aguascalientes,Aguascalientes,CALLE SALVADOR RODRÍGUEZ ESPARZA,513,TALAMANTES PONCE,21.93055020180866,-102.29667636094527,20110
96,Aguascalientes,Aguascalientes,CALLE SALVADOR RODRÍGUEZ ESPARZA,120,TALAMANTES PONCE,21.9305374012477,-102.29679823917176,20110
97,Aguascalientes,Aguascalientes,CALLE SALVADOR RODRÍGUEZ ESPARZA,122,TALAMANTES PONCE,21.930529924740533,-102.29686942494655,20110
98,Aguascalientes,Aguascalientes,CALLE SALVADOR RODRÍGUEZ ESPARZA,130,TALAMANTES PONCE,21.930522142122413,-102.29694352494191,20110
99,Aguascalientes,Aguascalientes,CALLE SALVADOR RODRÍGUEZ ESPARZA,128,TALAMANTES PONCE,21.93051744608711,-102.29698823674384,20110
100,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,2019,ARROYO DE LA HACIENDA,21.930232851918394,-102.29812359775472,20110
101,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,SN,ARROYO DE LA HACIENDA,21.930064001982256,-102.29814206182662,20110
102,Aguascalientes,Aguascalientes,PRIVADA ARROYO DE LA HACIENDA,SN,ARROYO DE LA HACIENDA,21.929999324854034,-102.29677193245519,20110
103,Aguascalientes,Aguascalientes,PRIVADA ARROYO DE LA HACIENDA,SN,ARROYO DE LA HACIENDA,21.92998407336847,-102.29691790349092,20110
104,Aguascalientes,Aguascalientes,CALLE SALVADOR RODRÍGUEZ ESPARZA,SN,ARROYO DE LA HACIENDA,21.93040595207993,-102.29709211478517,20110
105,Aguascalientes,Aguascalientes,OTRO NINGUNO,SN,ARROYO DE LA HACIENDA,21.930294232177253,-102.29601715153524,20110
106,Aguascalientes,Aguascalientes,PRIVADA ARROYO DE LA HACIENDA,SN,ARROYO DE LA HACIENDA,21.929946299811885,-102.29756402896811,20110
107,Aguascalientes,Aguascalientes,PRIVADA ARROYO DE LA HACIENDA,SN,ARROYO DE LA HACIENDA,21.93003675985253,-102.29633510163308,20110
108,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,SN,DESARROLLO ESPECIAL GALERÍAS,21.92228285180883,-102.29773702434983,20124
109,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,SN,DESARROLLO ESPECIAL GALERÍAS,21.92210442909671,-102.29772661713041,20124
110,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,SN,DESARROLLO ESPECIAL GALERÍAS,21.921926600854125,-102.29771590127037,20124
111,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,SN,DESARROLLO ESPECIAL GALERÍAS,21.921772273221784,-102.2977066015704,20124
112,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,SN,DESARROLLO ESPECIAL GALERÍAS,21.92156213909946,-102.29769393903513,20124
113,Aguascalientes,Aguascalientes,CALLE MONTÉS HIMALAYA,SN,DESARROLLO ESPECIAL GALERÍAS,21.92256040427623,-102.2962922073406,20124
114,Aguascalientes,Aguascalientes,CALLE NINGUNO,SN,DESARROLLO ESPECIAL GALERÍAS,21.922094696194712,-102.29583818755752,20124
115,Aguascalientes,Aguascalientes,CALLE NINGUNO,SN,DESARROLLO ESPECIAL GALERÍAS,21.92143634306469,-102.29631585920248,20124
116,Aguascalientes,Aguascalientes,CALLE MONTÉS HIMALAYA,SN,DESARROLLO ESPECIAL GALERÍAS,21.92262804038068,-102.29489120390613,20124
117,Aguascalientes,Aguascalientes,CALLE NINGUNO,SN,DESARROLLO ESPECIAL GALERÍAS,21.922086763888814,-102.2957179392012,20124
118,Aguascalientes,Aguascalientes,CALLE NINGUNO,SN,DESARROLLO ESPECIAL GALERÍAS,21.92148677651917,-102.29482245060574,20124
119,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,SN,DESARROLLO ESPECIAL GALERÍAS,21.92113532047182,-102.2976682191787,20124
120,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,SN,DESARROLLO ESPECIAL GALERÍAS,21.92082695683631,-102.29764963730095,20124
121,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,1861,DESARROLLO ESPECIAL GALERÍAS,21.92065196661149,-102.29763909249243,20124
122,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,SN,DESARROLLO ESPECIAL GALERÍAS,21.92027899126156,-102.29761661730606,20124
123,Aguascalientes,Aguascalientes,CALLE NINGUNO,SN,DESARROLLO ESPECIAL GALERÍAS,21.920696189386348,-102.29578520398789,20124
124,Aguascalientes,Aguascalientes,CALLE NINGUNO,SN,DESARROLLO ESPECIAL GALERÍAS,21.921363801217723,-102.29631794925095,20124
125,Aguascalientes,Aguascalientes,CALLE NINGUNO,SN,DESARROLLO ESPECIAL GALERÍAS,21.920156880495846,-102.2961475762201,20124
126,Aguascalientes,Aguascalientes,PRIVADA NINGUNO,SN,DESARROLLO ESPECIAL GALERÍAS,21.921414164016404,-102.29481643600637,20124
127,Aguascalientes,Aguascalientes,CALLE NINGUNO,SN,DESARROLLO ESPECIAL GALERÍAS,21.920712478316013,-102.29564967736934,20124
128,Aguascalientes,Aguascalientes,PRIVADA NINGUNO,SN,DESARROLLO ESPECIAL GALERÍAS,21.920198657140947,-102.2947904922847,20124
129,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,847,DESARROLLO ESPECIAL GALERÍAS,21.919784868925294,-102.2975868418032,20124
130,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,SN,DESARROLLO ESPECIAL GALERÍAS,21.919542137576492,-102.29757221488005,20124
131,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,SN,DESARROLLO ESPECIAL GALERÍAS,21.919298968935742,-102.2975575616578,20124
132,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,SN,DESARROLLO ESPECIAL GALERÍAS,21.91906969840464,-102.29754374597641,20124
133,Aguascalientes,Aguascalientes,AVENIDA INDEPENDENCIA,1845,DESARROLLO ESPECIAL GALERÍAS,21.918875134367937,-102.29753202172031,20124
134,Aguascalientes,Aguascalientes,CALLE NINGUNO,SN,DESARROLLO ESPECIAL GALERÍAS,21.919994677470346,-102.29643963050263,20124
135,Aguascalientes,Aguascalientes,CALLE NINGUNO,1847,DESARROLLO ESPECIAL GALERÍAS,21.920010587054286,-102.2960840525731,20124
136,Aguascalientes,Aguascalientes,CALLE MONTÉS HIMALAYA,SN,DESARROLLO ESPECIAL GALERÍAS,21.92272177284083,-102.29289257081493,20124
137,Aguascalientes,Aguascalientes,CALLE MONTÉS HIMALAYA,911,DESARROLLO ESPECIAL GALERÍAS,21.922730238295436,-102.29275428956743,20124
138,Aguascalientes,Aguascalientes,CALLE MONTÉS HIMALAYA,SN,DESARROLLO ESPECIAL GALERÍAS,21.92273342951339,-102.29260358209616,20124
139,Aguascalientes,Aguascalientes,CALLE MONTÉS HIMALAYA,SN,DESARROLLO ESPECIAL GALERÍAS,21.92273633021983,-102.29246658817124,20124
140,Aguascalientes,Aguascalientes,CALLE MONTÉS HIMALAYA,SN,DESARROLLO ESPECIAL GALERÍAS,21.922742901369705,-102.29232910544609,20124
141,Aguascalientes,Aguascalientes,CALLE MONTÉS HIMALAYA,SN,DESARROLLO ESPECIAL GALERÍAS,21.92272955935214,-102.29219910934373,20124
142,Aguascalientes,Aguascalientes,CALLE MONTÉS HIMALAYA,SN,DESARROLLO ESPECIAL GALERÍAS,21.92269467650161,-102.29207689212704,20124
143,Aguascalientes,Aguascalientes,PRIVADA NINGUNO,SN,DESARROLLO ESPECIAL GALERÍAS,21.921968258188457,-102.29269467246688,20124
144,Aguascalientes,Aguascalientes,PRIVADA NINGUNO,SN,DESARROLLO ESPECIAL GALERÍAS,21.921768222185456,-102.29331043260555,20124
145,Aguascalientes,Aguascalientes,BOULEVARD A ZACATECAS,SN,DESARROLLO ESPECIAL GALERÍAS,21.920657699745266,-102.29191163150182,20124
146,Aguascalientes,Aguascalientes,BOULEVARD A ZACATECAS,825,DESARROLLO ESPECIAL GALERÍAS,21.91990230827904,-102.29195261319173,20124
147,Aguascalientes,Aguascalientes,BOULEVARD A ZACATECAS,SN,DESARROLLO ESPECIAL GALERÍAS,21.91953106606782,-102.29197331681145,20124
148,Aguascalientes,Aguascalientes,BOULEVARD A ZACATECAS,SN,DESARROLLO ESPECIAL GALERÍAS,21.919095995179052,-102.29199757991773,20124
149,Aguascalientes,Aguascalientes,PRIVADA NINGUNO,SN,DESARROLLO ESPECIAL GALERÍAS,21.9215799332023,-102.29236777247844,20124
150,Aguascalientes,Aguascalientes,CALLE JORGE REYNOSO,SN,DESARROLLO ESPECIAL GALERÍAS,21.918606341466894,-102.29399371792653,20124
151,Aguascalientes,Aguascalientes,CALLE NINGUNO,SN,DESARROLLO ESPECIAL GALERÍAS,21.91951252767424,-102.29478438435159,20124
152,Aguascalientes,Aguascalientes,PRIVADA NINGUNO,SN,DESARROLLO ESPECIAL GALERÍAS,21.920078577051353,-102.2940458295092,20124
153,Aguascalientes,Aguascalientes,CALLE MONTÉS HIMALAYA,SN,DESARROLLO ESPECIAL GALERÍAS,21.922942338851144,-102.29727003094804,20124
154,Aguascalientes,Aguascalientes,CALLE MONTÉS HIMALAYA,101-102,DESARROLLO ESPECIAL GALERÍAS,21.922748843143648,-102.29394297133197,20124
155,Aguascalientes,Aguascalientes,CALLE MONTÉS HIMALAYA,103,DESARROLLO ESPECIAL GALERÍAS,21.922813499469424,-102.29388154969558,20124
156,Aguascalientes,Aguascalientes,CALLE MONTÉS HIMALAYA,104,DESARROLLO ESPECIAL GALERÍAS,21.922866043806746,-102.29381510052994,20124
157,Aguascalientes,Aguascalientes,CALLE MONTÉS HIMALAYA,105,DESARROLLO ESPECIAL GALERÍAS,21.922918735364984,-102.29374682922769,20124
158,Aguascalientes,Aguascalientes,CALLE MONTÉS HIMALAYA,106,DESARROLLO ESPECIAL GALERÍAS,21.922961875237004,-102.2936654047335,20124
159,Aguascalientes,Aguascalientes,CALLE MONTÉS HIMALAYA,107,DESARROLLO ESPECIAL GALERÍAS,21.922989603120225,-102.29360249789559,20124
160,Aguascalientes,Aguascalientes,CALLE MONTÉS HIMALAYA,108,DESARROLLO ESPECIAL GALERÍAS,21.923014510016557,-102.29353608041147,20124
161,Aguascalientes,Aguascalientes,CALLE MONTÉS HIMALAYA,109,DESARROLLO ESPECIAL GALERÍAS,21.923018422037394,-102.29347474932054,20124
162,Aguascalientes,Aguascalientes,CALLE MONTÉS HIMALAYA,SN,DESARROLLO ESPECIAL GALERÍAS,21.92301221610834,-102.29340953100366,20124
163,Aguascalientes,Aguascalientes,CALLE ABEDUL,706,LAS ARBOLEDAS,21.90088194240243,-102.30354684763387,20020
164,Aguascalientes,Aguascalientes,CALLE ABEDUL,704,LAS ARBOLEDAS,21.9009280815004,-102.30336215446196,20020
165,Aguascalientes,Aguascalientes,CALLE ABEDUL,702,LAS ARBOLEDAS,21.900941730281964,-102.3033075186795,20020
166,Aguascalientes,Aguascalientes,CALLE CASUARINA,424,LAS ARBOLEDAS,21.90076589852881,-102.30315849092149,20020
167,Aguascalientes,Aguascalientes,CALLE CASUARINA,422,LAS ARBOLEDAS,21.900692964401802,-102.30313655641949,20020
168,Aguascalientes,Aguascalientes,CALLE CASUARINA,420,LAS ARBOLEDAS,21.90063322465307,-102.30311859006581,20020
169,Aguascalientes,Aguascalientes,CALLE CASUARINA,418,LAS ARBOLEDAS,21.90056923673694,-102.30309934612053,20020
170,Aguascalientes,Aguascalientes,CALLE CASUARINA,414,LAS ARBOLEDAS,21.900395475187572,-102.30304708857065,20020
171,Aguascalientes,Aguascalientes,CALLE CASUARINA,412,LAS ARBOLEDAS,21.90030851696608,-102.3030209365558,20020
172,Aguascalientes,Aguascalientes,CALLE CASUARINA,410,LAS ARBOLEDAS,21.90016978060456,-102.30297921273579,20020
173,Aguascalientes,Aguascalientes,CALLE CASUARINA,408,LAS ARBOLEDAS,21.90004513837949,-102.30294172768627,20020
174,Aguascalientes,Aguascalientes,CALLE CASUARINA,406,LAS ARBOLEDAS,21.899976607297226,-102.30292111759807,20020
175,Aguascalientes,Aguascalientes,CALLE CASUARINA,404,LAS ARBOLEDAS,21.89990754149638,-102.3029003467199,20020
176,Aguascalientes,Aguascalientes,CALLE CASUARINA,402,LAS ARBOLEDAS,21.899827560285352,-102.30287629316378,20020
177,Aguascalientes,Aguascalientes,CALLE MARGIL DE JESÚS,1603,LAS ARBOLEDAS,21.899717896797885,-102.30304505347637,20020
178,Aguascalientes,Aguascalientes,CALLE MARGIL DE JESÚS,1605A,LAS ARBOLEDAS,21.899706992962717,-102.30308218912461,20020
179,Aguascalientes,Aguascalientes,CALLE MARGIL DE JESÚS,1605B,LAS ARBOLEDAS,21.89969917069583,-102.30310882972402,20020
180,Aguascalientes,Aguascalientes,CALLE MARGIL DE JESÚS,1605,LAS ARBOLEDAS,21.89968550165051,-102.30315538287992,20020
181,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,401A,LAS ARBOLEDAS,21.899748247770685,-102.30322770990736,20020
182,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,401,LAS ARBOLEDAS,21.899803868963215,-102.30324544864352,20020
183,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,403,LAS ARBOLEDAS,21.89984317307097,-102.30325798353662,20020
184,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,405,LAS ARBOLEDAS,21.89989639828599,-102.3032749581708,20020
185,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,407,LAS ARBOLEDAS,21.89997134929485,-102.3032988616383,20020
186,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,409,LAS ARBOLEDAS,21.900036435728307,-102.30331961910548,20020
187,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,411,LAS ARBOLEDAS,21.900143376430556,-102.3033537248462,20020
