gid,estado,cidade,via,hnum,nsvia,latitude,longitude,postcode
400,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,407,LAS ARBOLEDAS,21.90004543107107,-102.30381394187417,20020
401,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,409,LAS ARBOLEDAS,21.900121847785805,-102.303837708078,20020
402,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,411,LAS ARBOLEDAS,21.90020840969131,-102.30386462954995,20020
403,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,413,LAS ARBOLEDAS,21.900277064482356,-102.30388598178564,20020
404,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,415,LAS ARBOLEDAS,21.900328191273967,-102.30390188267592,20020
405,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,SN,LAS ARBOLEDAS,21.90040102221734,-102.30392453377317,20020
406,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,419,LAS ARBOLEDAS,21.900448373684426,-102.30393926053102,20020
407,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,421,LAS ARBOLEDAS,21.900503297513982,-102.30395634237908,20020
408,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,423,LAS ARBOLEDAS,21.900558811731294,-102.30397360785798,20020
409,Aguascalientes,Aguascalientes,AVENIDA CANAL INTERCEPTOR,701A,LAS ARBOLEDAS,21.902762671780163,-102.30445113537029,20020
410,Aguascalientes,Aguascalientes,AVENIDA CANAL INTERCEPTOR,701,LAS ARBOLEDAS,21.902768067366043,-102.30435950461519,20020
411,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,546,LAS ARBOLEDAS,21.902671660148627,-102.30424593916669,20020
412,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,544,LAS ARBOLEDAS,21.90260063966523,-102.3042234608688,20020
413,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,SN,LAS ARBOLEDAS,21.90254087415153,-102.30420454483755,20020
414,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,540,LAS ARBOLEDAS,21.902455522027243,-102.30417753056851,20020
415,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,538,LAS ARBOLEDAS,21.902372983643826,-102.30415140689243,20020
416,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,536,LAS ARBOLEDAS,21.902305677526364,-102.30413010430408,20020
417,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,SN,LAS ARBOLEDAS,21.90221687394881,-102.30410199773841,20020
418,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,532,LAS ARBOLEDAS,21.902135873893585,-102.30407636104123,20020
419,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,530,LAS ARBOLEDAS,21.902068567771682,-102.30405505852835,20020
420,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,528,LAS ARBOLEDAS,21.90201225369698,-102.30403723503565,20020
421,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,526,LAS ARBOLEDAS,21.901943409239063,-102.30401544567782,20020
422,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,524,LAS ARBOLEDAS,21.90187430185556,-102.30399357312666,20020
423,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,522,LAS ARBOLEDAS,21.901805457395,-102.30397178381375,20020
424,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,520A,LAS ARBOLEDAS,21.901743778753655,-102.3039522625063,20020
425,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,520,LAS ARBOLEDAS,21.901708587355394,-102.30394112442698,20020
426,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,518,LAS ARBOLEDAS,21.901637566852987,-102.30391864645259,20020
427,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,SN,LAS ARBOLEDAS,21.901579602581357,-102.30390030079056,20020
428,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,514,LAS ARBOLEDAS,21.901510120410325,-102.30387830974065,20020
429,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,512A,LAS ARBOLEDAS,21.90143411012159,-102.3038542525735,20020
430,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,512,LAS ARBOLEDAS,21.90137179376906,-102.30383452954185,20020
431,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,SN,LAS ARBOLEDAS,21.901285278063632,-102.3038071474825,20020
432,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,SN,LAS ARBOLEDAS,21.90118623197109,-102.30377579962327,20020
433,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,508,LAS ARBOLEDAS,21.90110523189268,-102.30375016332088,20020
434,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,502,LAS ARBOLEDAS,21.901039201161296,-102.30372926479914,20020
435,Aguascalientes,Aguascalientes,CALLE ABEDUL,SN,LAS ARBOLEDAS,21.900887593577483,-102.30374757082511,20020
436,Aguascalientes,Aguascalientes,CALLE ABEDUL,SN,LAS ARBOLEDAS,21.900856643001198,-102.30385428968157,20020
437,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,SN,LAS ARBOLEDAS,21.900886453648564,-102.30408878326426,20020
438,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,501,LAS ARBOLEDAS,21.9009574883883,-102.30411120800413,20020
439,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,503,LAS ARBOLEDAS,21.901018542774487,-102.3041304820961,20020
440,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,505,LAS ARBOLEDAS,21.901092759097512,-102.30415391126795,20020
441,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,507,LAS ARBOLEDAS,21.9011777597043,-102.3041807449368,20020
442,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,509,LAS ARBOLEDAS,21.901261588036235,-102.3042072085666,20020
443,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,511,LAS ARBOLEDAS,21.901335436015035,-102.30423052154289,20020
444,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,513,LAS ARBOLEDAS,21.901425426791672,-102.30425893065433,20020
445,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,515,LAS ARBOLEDAS,21.901479682404695,-102.30427605858128,20020
446,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,SN,LAS ARBOLEDAS,21.901533837655492,-102.30429315483904,20020
447,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,519,LAS ARBOLEDAS,21.9016335407999,-102.3043246301369,20020
448,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,521,LAS ARBOLEDAS,21.901722091318632,-102.30435258470106,20020
449,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,523,LAS ARBOLEDAS,21.901787131210753,-102.304373117206,20020
450,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,SN,LAS ARBOLEDAS,21.90185752961584,-102.30439534136784,20020
451,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,527,LAS ARBOLEDAS,21.90191550276325,-102.30441364300219,20020
452,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,529,LAS ARBOLEDAS,21.90198935072875,-102.30443695620629,20020
453,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,SN,LAS ARBOLEDAS,21.902065007282356,-102.30446084039417,20020
454,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,533,LAS ARBOLEDAS,21.902147294982118,-102.30448681801474,20020
455,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,537,LAS ARBOLEDAS,21.902222683554694,-102.30451061766023,20020
456,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,539,LAS ARBOLEDAS,21.902297703786505,-102.30453430105023,20020
457,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,541,LAS ARBOLEDAS,21.902386522266866,-102.3045623404908,20020
458,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,543,LAS ARBOLEDAS,21.902465728736082,-102.30458734551135,20020
459,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,545,LAS ARBOLEDAS,21.902537667739654,-102.30461005626148,20020
460,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,547,LAS ARBOLEDAS,21.902610243058728,-102.30463296791812,20020
461,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,SN,LAS ARBOLEDAS,21.902684358987905,-102.30465636596361,20020
462,Aguascalientes,Aguascalientes,AVENIDA CANAL INTERCEPTOR,1001,LAS ARBOLEDAS,21.90282995792545,-102.30301441858849,20020
463,Aguascalientes,Aguascalientes,CALLE ACACIA,SN,LAS ARBOLEDAS,21.902736827212255,-102.30278125462765,20020
464,Aguascalientes,Aguascalientes,CALLE ACACIA,534,LAS ARBOLEDAS,21.902598184915234,-102.30273881646133,20020
465,Aguascalientes,Aguascalientes,CALLE ACACIA,532,LAS ARBOLEDAS,21.902521044149264,-102.30271520384554,20020
466,Aguascalientes,Aguascalientes,CALLE ACACIA,530,LAS ARBOLEDAS,21.902464829077676,-102.30269799655535,20020
467,Aguascalientes,Aguascalientes,CALLE ACACIA,528,LAS ARBOLEDAS,21.902402379853115,-102.30267888102404,20020
468,Aguascalientes,Aguascalientes,CALLE ACACIA,526,LAS ARBOLEDAS,21.90233803525126,-102.30265918534207,20020
469,Aguascalientes,Aguascalientes,CALLE ACACIA,524,LAS ARBOLEDAS,21.902250285651117,-102.3026323254941,20020
470,Aguascalientes,Aguascalientes,CALLE ACACIA,522,LAS ARBOLEDAS,21.90217409256705,-102.3026090030846,20020
471,Aguascalientes,Aguascalientes,CALLE ACACIA,520,LAS ARBOLEDAS,21.902111643338195,-102.30258988763634,20020
472,Aguascalientes,Aguascalientes,CALLE ACACIA,518,LAS ARBOLEDAS,21.902047626595003,-102.30257029239729,20020
473,Aguascalientes,Aguascalientes,CALLE ACACIA,516,LAS ARBOLEDAS,21.901994838506127,-102.30255413421348,20020
474,Aguascalientes,Aguascalientes,CALLE ACACIA,514,LAS ARBOLEDAS,21.901924879570384,-102.30253272013479,20020
475,Aguascalientes,Aguascalientes,CALLE ACACIA,512,LAS ARBOLEDAS,21.901844019840905,-102.30250796940624,20020
476,Aguascalientes,Aguascalientes,CALLE ACACIA,SN,LAS ARBOLEDAS,21.901758749531453,-102.30248186865576,20020
477,Aguascalientes,Aguascalientes,CALLE ACACIA,SN,LAS ARBOLEDAS,21.90167818176095,-102.30245720735643,20020
478,Aguascalientes,Aguascalientes,CALLE ACACIA,506,LAS ARBOLEDAS,21.901619487377182,-102.3024392413853,20020
479,Aguascalientes,Aguascalientes,CALLE ACACIA,504,LAS ARBOLEDAS,21.901558241889724,-102.30242049455492,20020
480,Aguascalientes,Aguascalientes,CALLE ACACIA,502,LAS ARBOLEDAS,21.901475194814363,-102.30239507443343,20020
481,Aguascalientes,Aguascalientes,CALLE ABEDUL,601,LAS ARBOLEDAS,21.901273217816076,-102.30238806334408,20020
482,Aguascalientes,Aguascalientes,CALLE ABEDUL,603,LAS ARBOLEDAS,21.901212487811513,-102.3025792456708,20020
483,Aguascalientes,Aguascalientes,CALLE LAUREL,401,LAS ARBOLEDAS,21.901287739127792,-102.30271153579557,20020
484,Aguascalientes,Aguascalientes,CALLE LAUREL,SN,LAS ARBOLEDAS,21.901368360625664,-102.30273706371922,20020
485,Aguascalientes,Aguascalientes,CALLE LAUREL,403,LAS ARBOLEDAS,21.901445644295393,-102.30276153478516,20020
486,Aguascalientes,Aguascalientes,CALLE LAUREL,405,LAS ARBOLEDAS,21.9015160243576,-102.30278381992102,20020
487,Aguascalientes,Aguascalientes,CALLE LAUREL,407,LAS ARBOLEDAS,21.90157770090323,-102.30280334919588,20020
488,Aguascalientes,Aguascalientes,CALLE LAUREL,409,LAS ARBOLEDAS,21.901654608599102,-102.30282770129116,20020
489,Aguascalientes,Aguascalientes,CALLE LAUREL,411,LAS ARBOLEDAS,21.901741233739447,-102.3028551303576,20020
490,Aguascalientes,Aguascalientes,CALLE LAUREL,413,LAS ARBOLEDAS,21.90183592443033,-102.30288511334894,20020
491,Aguascalientes,Aguascalientes,CALLE LAUREL,SN,LAS ARBOLEDAS,21.90191718387788,-102.30291084348727,20020
492,Aguascalientes,Aguascalientes,CALLE LAUREL,417,LAS ARBOLEDAS,21.901972970742893,-102.30292850795944,20020
493,Aguascalientes,Aguascalientes,CALLE LAUREL,419,LAS ARBOLEDAS,21.90204706458986,-102.3029519692167,20020
494,Aguascalientes,Aguascalientes,CALLE LAUREL,421,LAS ARBOLEDAS,21.90210438936939,-102.30297012069354,20020
495,Aguascalientes,Aguascalientes,CALLE LAUREL,423,LAS ARBOLEDAS,21.90217949714481,-102.30299390305136,20020
496,Aguascalientes,Aguascalientes,CALLE LAUREL,425,LAS ARBOLEDAS,21.902250777147184,-102.30301647339645,20020
497,Aguascalientes,Aguascalientes,CALLE LAUREL,427,LAS ARBOLEDAS,21.902329860707006,-102.30304151471547,20020
498,Aguascalientes,Aguascalientes,CALLE LAUREL,429,LAS ARBOLEDAS,21.902384371641816,-102.30305877528265,20020
499,Aguascalientes,Aguascalientes,CALLE LAUREL,431,LAS ARBOLEDAS,21.902456665571247,-102.30308166675266,20020
500,Aguascalientes,Aguascalientes,CALLE LAUREL,433,LAS ARBOLEDAS,21.902532673293777,-102.30310573420175,20020
501,Aguascalientes,Aguascalientes,CALLE LAUREL,435,LAS ARBOLEDAS,21.90260650513655,-102.3031291126965,20020
502,Aguascalientes,Aguascalientes,CALLE LAUREL,437,LAS ARBOLEDAS,21.902665367823435,-102.3031477512995,20020
503,Aguascalientes,Aguascalientes,CALLE LAUREL,439,LAS ARBOLEDAS,21.902712075195204,-102.30316254098894,20020
504,Aguascalientes,Aguascalientes,CALLE LAUREL,439A,LAS ARBOLEDAS,21.902766586124198,-102.3031798016547,20020
505,Aguascalientes,Aguascalientes,CALLE ACACIA,SN,LAS ARBOLEDAS,21.899729571723093,-102.30183459952265,20020
506,Aguascalientes,Aguascalientes,CALLE ACACIA,SN,LAS ARBOLEDAS,21.899614748958363,-102.30179781700313,20020
507,Aguascalientes,Aguascalientes,CALLE ACACIA,SN,LAS ARBOLEDAS,21.899530261732593,-102.30177075226277,20020
508,Aguascalientes,Aguascalientes,CALLE ACACIA,320,LAS ARBOLEDAS,21.89942109982108,-102.30173578325527,20020
509,Aguascalientes,Aguascalientes,CALLE ACACIA,318,LAS ARBOLEDAS,21.899309302926465,-102.30169997021561,20020
510,Aguascalientes,Aguascalientes,CALLE ACACIA,SN,LAS ARBOLEDAS,21.899187374394504,-102.30166091167476,20020
511,Aguascalientes,Aguascalientes,CALLE ACACIA,SN,LAS ARBOLEDAS,21.899013266055018,-102.30160513799943,20020
512,Aguascalientes,Aguascalientes,CALLE ACACIA,SN,LAS ARBOLEDAS,21.89862458216355,-102.30148062795992,20020
513,Aguascalientes,Aguascalientes,CALLE LAUREL,1305,LAS ARBOLEDAS,21.8985126673989,-102.30184778338422,20020
514,Aguascalientes,Aguascalientes,CALLE LAUREL,309,LAS ARBOLEDAS,21.89872827887477,-102.30191474268338,20020
515,Aguascalientes,Aguascalientes,CALLE LAUREL,307,LAS ARBOLEDAS,21.898777529065015,-102.30193003762463,20020
516,Aguascalientes,Aguascalientes,CALLE LAUREL,311,LAS ARBOLEDAS,21.898979862658123,-102.30199287365272,20020
517,Aguascalientes,Aguascalientes,CALLE LAUREL,313,LAS ARBOLEDAS,21.89908420918795,-102.30202527922935,20020
518,Aguascalientes,Aguascalientes,CALLE LAUREL,315,LAS ARBOLEDAS,21.899208215857467,-102.3020637904727,20020
519,Aguascalientes,Aguascalientes,CALLE LAUREL,317,LAS ARBOLEDAS,21.89930926001488,-102.30209517058161,20020
520,Aguascalientes,Aguascalientes,CALLE LAUREL,321,LAS ARBOLEDAS,21.89938682834413,-102.30211926010821,20020
521,Aguascalientes,Aguascalientes,CALLE LAUREL,323,LAS ARBOLEDAS,21.899491688181254,-102.30215182529768,20020
522,Aguascalientes,Aguascalientes,CALLE LAUREL,325,LAS ARBOLEDAS,21.899558031912548,-102.30217242898209,20020
523,Aguascalientes,Aguascalientes,CALLE LAUREL,327,LAS ARBOLEDAS,21.899650149997687,-102.30220103717464,20020
524,Aguascalientes,Aguascalientes,CALLE LAUREL,329,LAS ARBOLEDAS,21.899720309410313,-102.30222282590871,20020
525,Aguascalientes,Aguascalientes,CALLE LAUREL,SN,LAS ARBOLEDAS,21.899811025237675,-102.30224190660506,20020
526,Aguascalientes,Aguascalientes,CALLE MARGIL DE JESÚS,1804,LAS ARBOLEDAS,21.89935583513995,-102.30404037576193,20020
527,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,322,LAS ARBOLEDAS,21.899425230460835,-102.30370583355425,20020
528,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,330,LAS ARBOLEDAS,21.899273116919453,-102.30365624590819,20020
529,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,328,LAS ARBOLEDAS,21.899191263792442,-102.30362956257278,20020
530,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,326,LAS ARBOLEDAS,21.89909972112644,-102.30359972057995,20020
531,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,320,LAS ARBOLEDAS,21.898918291550437,-102.30354057647736,20020
532,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,318,LAS ARBOLEDAS,21.89883908144459,-102.30351475488081,20020
533,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,316,LAS ARBOLEDAS,21.898768821014993,-102.3034918508034,20020
534,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,314,LAS ARBOLEDAS,21.898671851912113,-102.30346024005154,20020
535,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,312,LAS ARBOLEDAS,21.898580309231047,-102.30343039829033,20020
536,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,310,LAS ARBOLEDAS,21.89849042231152,-102.3034010963271,20020
537,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,308,LAS ARBOLEDAS,21.89840539799946,-102.30337337954744,20020
538,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,304,LAS ARBOLEDAS,21.898318330150452,-102.30334499663955,20020
539,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,302,LAS ARBOLEDAS,21.89823091020962,-102.30331649899257,20020
540,Aguascalientes,Aguascalientes,AVENIDA CONVENCIÓN 1914 NORTE,1603,LAS ARBOLEDAS,21.897761159867596,-102.3035404864655,20020
541,Aguascalientes,Aguascalientes,CALLE TABACHÍN,107,LAS ARBOLEDAS,21.89797899210113,-102.30363947119184,20020
542,Aguascalientes,Aguascalientes,CALLE TABACHÍN,109,LAS ARBOLEDAS,21.89811750451386,-102.30368254168279,20020
543,Aguascalientes,Aguascalientes,CALLE TABACHÍN,111,LAS ARBOLEDAS,21.898204666546768,-102.30370964479877,20020
544,Aguascalientes,Aguascalientes,CALLE TABACHÍN,113,LAS ARBOLEDAS,21.898285897934354,-102.30373490380734,20020
545,Aguascalientes,Aguascalientes,CALLE TABACHÍN,115,LAS ARBOLEDAS,21.898381670686536,-102.30376468451271,20020
546,Aguascalientes,Aguascalientes,CALLE TABACHÍN,117,LAS ARBOLEDAS,21.898477414713224,-102.30379445632919,20020
547,Aguascalientes,Aguascalientes,CALLE TABACHÍN,119,LAS ARBOLEDAS,21.89866516788213,-102.30385283871729,20020
548,Aguascalientes,Aguascalientes,CALLE TABACHÍN,SN,LAS ARBOLEDAS,21.89874397569935,-102.30387734428449,20020
549,Aguascalientes,Aguascalientes,CALLE TABACHÍN,SN,LAS ARBOLEDAS,21.89883624135858,-102.30390603465212,20020
550,Aguascalientes,Aguascalientes,CALLE TABACHÍN,125,LAS ARBOLEDAS,21.898911570813826,-102.30392945867071,20020
551,Aguascalientes,Aguascalientes,CALLE TABACHÍN,127,LAS ARBOLEDAS,21.898994142226474,-102.30395513463795,20020
552,Aguascalientes,Aguascalientes,CALLE TABACHÍN,129,LAS ARBOLEDAS,21.899096615159557,-102.30398699912094,20020
553,Aguascalientes,Aguascalientes,CALLE TABACHÍN,131,LAS ARBOLEDAS,21.89917972832876,-102.30401284362271,20020
554,Aguascalientes,Aguascalientes,CALLE ABEDUL,805,LAS ARBOLEDAS,21.900650059734748,-102.30443316809638,20020
555,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,426,LAS ARBOLEDAS,21.900529380412426,-102.3040349743608,20020
556,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,422,LAS ARBOLEDAS,21.900443058682676,-102.30400922097778,20020
557,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,420,LAS ARBOLEDAS,21.900368295565794,-102.30398691603969,20020
558,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,418,LAS ARBOLEDAS,21.90028850192522,-102.30396311031566,20020
559,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,416,LAS ARBOLEDAS,21.900187880376393,-102.3039330908112,20020
560,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,414,LAS ARBOLEDAS,21.900073679794748,-102.30389902018385,20020
561,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,412,LAS ARBOLEDAS,21.899975474533772,-102.30386972165122,20020
562,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,408,LAS ARBOLEDAS,21.899885888747914,-102.30384299468862,20020
563,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,406,LAS ARBOLEDAS,21.899791470375675,-102.30381482601473,20020
564,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,404,LAS ARBOLEDAS,21.899697772786038,-102.30378687241817,20020
565,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,402,LAS ARBOLEDAS,21.899656243937212,-102.30377448277719,20020
566,Aguascalientes,Aguascalientes,CALLE MARGIL DE JESÚS,SN,LAS ARBOLEDAS,21.89953334512756,-102.3037858874086,20020
567,Aguascalientes,Aguascalientes,CALLE MARGIL DE JESÚS,1803,LAS ARBOLEDAS,21.8995006856074,-102.30390604695609,20020
568,Aguascalientes,Aguascalientes,CALLE MARGIL DE JESÚS,1805A,LAS ARBOLEDAS,21.899484081929046,-102.30396713436411,20020
569,Aguascalientes,Aguascalientes,CALLE MARGIL DE JESÚS,1805,LAS ARBOLEDAS,21.899464264552652,-102.30404004531009,20020
570,Aguascalientes,Aguascalientes,CALLE TABACHÍN,203A,LAS ARBOLEDAS,21.899559485869116,-102.30412894494111,20020
571,Aguascalientes,Aguascalientes,CALLE TABACHÍN,203,LAS ARBOLEDAS,21.899610266294843,-102.30414495494682,20020
572,Aguascalientes,Aguascalientes,CALLE TABACHÍN,205,LAS ARBOLEDAS,21.899690075763022,-102.30417011722719,20020
573,Aguascalientes,Aguascalientes,CALLE TABACHÍN,207,LAS ARBOLEDAS,21.899756192937968,-102.30419096263286,20020
574,Aguascalientes,Aguascalientes,CALLE TABACHÍN,209,LAS ARBOLEDAS,21.899828176588333,-102.30421365764323,20020
575,Aguascalientes,Aguascalientes,CALLE TABACHÍN,211,LAS ARBOLEDAS,21.899914715559923,-102.30424094168922,20020
576,Aguascalientes,Aguascalientes,CALLE TABACHÍN,213,LAS ARBOLEDAS,21.899964166399965,-102.30425653258847,20020
577,Aguascalientes,Aguascalientes,CALLE TABACHÍN,215,LAS ARBOLEDAS,21.900039672239526,-102.30428033815085,20020
578,Aguascalientes,Aguascalientes,CALLE TABACHÍN,217,LAS ARBOLEDAS,21.900120029851436,-102.30430567341529,20020
579,Aguascalientes,Aguascalientes,CALLE TABACHÍN,219,LAS ARBOLEDAS,21.900204609478315,-102.30433233983621,20020
580,Aguascalientes,Aguascalientes,CALLE TABACHÍN,221,LAS ARBOLEDAS,21.900289270707276,-102.30435903201912,20020
581,Aguascalientes,Aguascalientes,CALLE TABACHÍN,223,LAS ARBOLEDAS,21.900372520749634,-102.30438527931348,20020
582,Aguascalientes,Aguascalientes,CALLE TABACHÍN,225,LAS ARBOLEDAS,21.900459607861446,-102.30441273640488,20020
583,Aguascalientes,Aguascalientes,AVENIDA CANAL INTERCEPTOR,601B,LAS ARBOLEDAS,21.90272324470055,-102.30498609080486,20020
584,Aguascalientes,Aguascalientes,AVENIDA CANAL INTERCEPTOR,603A,LAS ARBOLEDAS,21.9027284423047,-102.30490630196178,20020
585,Aguascalientes,Aguascalientes,AVENIDA CANAL INTERCEPTOR,603B,LAS ARBOLEDAS,21.902731757546686,-102.3048554090782,20020
586,Aguascalientes,Aguascalientes,AVENIDA CANAL INTERCEPTOR,603C,LAS ARBOLEDAS,21.902735627695552,-102.30479599738698,20020
587,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,552,LAS ARBOLEDAS,21.902668963398032,-102.30473128787281,20020
588,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,550,LAS ARBOLEDAS,21.902577648933292,-102.30470213779344,20020
589,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,SN,LAS ARBOLEDAS,21.902451278884442,-102.30466179707791,20020
590,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,SN,LAS ARBOLEDAS,21.902320584576913,-102.30462007602448,20020
591,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,542,LAS ARBOLEDAS,21.90221687377265,-102.30458696887267,20020
592,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,540,LAS ARBOLEDAS,21.902147022099193,-102.30456467045433,20020
593,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,SN,LAS ARBOLEDAS,21.902057739999975,-102.30453616938789,20020
594,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,534A,LAS ARBOLEDAS,21.901969394854028,-102.30450796745836,20020
595,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,SN,LAS ARBOLEDAS,21.901893186541535,-102.3044836399332,20020
596,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,530,LAS ARBOLEDAS,21.901806455806756,-102.30445595343224,20020
597,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,528,LAS ARBOLEDAS,21.901720143033884,-102.30442840039093,20020
598,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,526,LAS ARBOLEDAS,21.901667948893238,-102.30441173882684,20020
599,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,524,LAS ARBOLEDAS,21.90160565029467,-102.3043918517059,20020
600,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,522,LAS ARBOLEDAS,21.901538609475846,-102.30437045078214,20020
601,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,520,LAS ARBOLEDAS,21.90148250904141,-102.30435254228975,20020
602,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,518,LAS ARBOLEDAS,21.901407915133813,-102.30432873029771,20020
603,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,516,LAS ARBOLEDAS,21.90134035531956,-102.30430716376407,20020
604,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,514,LAS ARBOLEDAS,21.901286806253296,-102.3042900697758,20020
605,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,512,LAS ARBOLEDAS,21.901236226521753,-102.30427392367443,20020
606,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,510,LAS ARBOLEDAS,21.90120507721874,-102.30426398017579,20020
607,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,508,LAS ARBOLEDAS,21.901159758697307,-102.30424951357944,20020
608,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,506,LAS ARBOLEDAS,21.901103658256712,-102.30423160518843,20020
609,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,504,LAS ARBOLEDAS,21.901060631609717,-102.30421787022611,20020
610,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,502,LAS ARBOLEDAS,21.90101234375067,-102.30420245579089,20020
611,Aguascalientes,Aguascalientes,CALLE ABEDUL,SN,LAS ARBOLEDAS,21.900781165051836,-102.30416385730923,20020
612,Aguascalientes,Aguascalientes,CALLE ABEDUL,SN,LAS ARBOLEDAS,21.900743112535956,-102.30429993085502,20020
